wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,dx,dy,direction
256,368,256,144,0,0,0,1,0,1,0,0,96,0,3
256,384,256,128,0,0,0,1,0,1,0,0,80,0,3
256,400,256,112,0,0,0,1,0,1,0,0,64,0,3
256,416,256,96,0,0,0,1,0,1,0,0,48,0,3
256,432,256,80,0,0,0,1,0,1,0,0,32,0,3
256,448,256,64,0,0,0,1,0,1,0,0,16,0,3
256,464,256,48,0,1,0,0,0,1,0,0,-160,0,1
256,448,256,64,0,1,0,0,0,0,0,1,-144,0,1
256,432,256,80,0,1,0,0,0,0,0,1,-128,0,1
256,416,256,96,0,1,0,0,0,0,0,1,-112,0,1
256,400,256,112,0,1,0,0,0,0,0,1,-96,0,1
256,384,256,128,0,1,0,0,0,0,0,1,-80,0,1
256,368,256,144,0,1,0,0,0,0,0,1,-64,0,1
256,352,256,160,0,1,0,0,0,0,0,1,-48,0,1
256,336,256,176,0,1,0,0,0,0,0,1,-32,0,1
256,320,256,192,0,1,0,0,0,0,0,1,-16,0,1
272,320,240,192,0,0,0,1,1,0,0,0,48,0,3
272,336,240,176,0,0,0,1,0,1,0,0,32,0,3
272,352,240,160,0,0,0,1,0,1,0,0,16,0,3
160,256,352,256,0,1,0,0,0,0,1,0,-80,0,1
160,240,352,272,0,1,0,0,0,0,0,1,-64,0,1
160,224,352,288,0,1,0,0,0,0,0,1,-48,0,1
160,208,352,304,0,1,0,0,0,0,0,1,-32,0,1
160,192,352,320,0,1,0,0,0,0,0,1,-16,0,1
208,224,304,288,0,0,1,0,1,0,0,0,0,64,2
224,224,288,288,0,0,1,0,1,0,0,0,0,48,2
240,224,272,288,0,0,1,0,1,0,0,0,0,32,2
256,224,256,288,0,0,1,0,1,0,0,0,0,16,2
272,224,240,288,1,0,0,0,1,0,0,0,0,-160,0
256,224,256,288,1,0,0,0,0,0,1,0,0,-144,0
240,224,272,288,1,0,0,0,0,0,1,0,0,-128,0
224,224,288,288,1,0,0,0,0,0,1,0,0,-112,0
208,224,304,288,1,0,0,0,0,0,1,0,0,-96,0
192,224,320,288,1,0,0,0,0,0,1,0,0,-80,0
176,224,336,288,1,0,0,0,0,0,1,0,0,-64,0
160,224,352,288,1,0,0,0,0,0,1,0,0,-48,0
144,224,368,288,1,0,0,0,0,0,1,0,0,-32,0
128,224,384,288,1,0,0,0,0,0,1,0,0,-16,0
240,96,272,416,0,1,0,0,1,0,0,0,-64,0,1
240,80,272,432,0,1,0,0,0,0,0,1,-48,0,1
240,64,272,448,0,1,0,0,0,0,0,1,-32,0,1
240,48,272,464,0,1,0,0,0,0,0,1,-16,0,1
304,96,208,416,0,0,1,0,1,0,0,0,0,48,2
320,96,192,416,0,0,1,0,1,0,0,0,0,32,2
336,96,176,416,0,0,1,0,1,0,0,0,0,16,2
288,96,224,416,0,0,0,1,0,0,1,0,240,0,3
288,112,224,400,0,0,0,1,0,1,0,0,224,0,3
288,128,224,384,0,0,0,1,0,1,0,0,208,0,3
288,144,224,368,0,0,0,1,0,1,0,0,192,0,3
288,160,224,352,0,0,0,1,0,1,0,0,176,0,3
288,176,224,336,0,0,0,1,0,1,0,0,160,0,3
288,192,224,320,0,0,0,1,0,1,0,0,144,0,3
288,208,224,304,0,0,0,1,0,1,0,0,128,0,3
288,224,224,288,0,0,0,1,0,1,0,0,112,0,3
288,240,224,272,0,0,0,1,0,1,0,0,96,0,3
288,256,224,256,0,0,0,1,0,1,0,0,80,0,3
288,272,224,240,0,0,0,1,0,1,0,0,64,0,3
288,288,224,224,0,0,0,1,0,1,0,0,48,0,3
288,304,224,208,0,0,0,1,0,1,0,0,32,0,3
288,320,224,192,0,0,0,1,0,1,0,0,16,0,3
272,320,240,192,0,1,0,0,0,0,1,0,-144,0,1
272,304,240,208,0,1,0,0,0,0,0,1,-128,0,1
272,288,240,224,0,1,0,0,0,0,0,1,-112,0,1
272,272,240,240,0,1,0,0,0,0,0,1,-96,0,1
272,256,240,256,0,1,0,0,0,0,0,1,-80,0,1
272,240,240,272,0,1,0,0,0,0,0,1,-64,0,1
272,224,240,288,0,1,0,0,0,0,0,1,-48,0,1
272,208,240,304,0,1,0,0,0,0,0,1,-32,0,1
272,192,240,320,0,1,0,0,0,0,0,1,-16,0,1
224,128,288,384,1,0,0,0,0,0,1,0,0,-192,0
208,128,304,384,1,0,0,0,0,0,1,0,0,-176,0
192,128,320,384,1,0,0,0,0,0,1,0,0,-160,0
176,128,336,384,1,0,0,0,0,0,1,0,0,-144,0
160,128,352,384,1,0,0,0,0,0,1,0,0,-128,0
144,128,368,384,1,0,0,0,0,0,1,0,0,-112,0
128,128,384,384,1,0,0,0,0,0,1,0,0,-96,0
112,128,400,384,1,0,0,0,0,0,1,0,0,-80,0
96,128,416,384,1,0,0,0,0,0,1,0,0,-64,0
80,128,432,384,1,0,0,0,0,0,1,0,0,-48,0
64,128,448,384,1,0,0,0,0,0,1,0,0,-32,0
48,128,464,384,1,0,0,0,0,0,1,0,0,-16,0
208,304,304,208,0,0,1,0,1,0,0,0,0,48,2
224,304,288,208,0,0,1,0,1,0,0,0,0,32,2
240,304,272,208,0,0,1,0,1,0,0,0,0,16,2
256,304,256,208,0,0,1,0,1,0,0,0,0,96,2
272,304,240,208,0,0,1,0,1,0,0,0,0,80,2
288,304,224,208,0,0,1,0,1,0,0,0,0,64,2
304,304,208,208,0,0,1,0,1,0,0,0,0,48,2
320,304,192,208,0,0,1,0,1,0,0,0,0,32,2
336,304,176,208,0,0,1,0,1,0,0,0,0,16,2
256,400,256,112,1,0,0,0,0,0,1,0,0,-176,0
240,400,272,112,1,0,0,0,0,0,1,0,0,-160,0
224,400,288,112,1,0,0,0,0,0,1,0,0,-144,0
208,400,304,112,1,0,0,0,0,0,1,0,0,-128,0
192,400,320,112,1,0,0,0,0,0,1,0,0,-112,0
176,400,336,112,1,0,0,0,0,0,1,0,0,-96,0
160,400,352,112,1,0,0,0,0,0,1,0,0,-80,0
144,400,368,112,1,0,0,0,0,0,1,0,0,-64,0
128,400,384,112,1,0,0,0,0,0,1,0,0,-48,0
112,400,400,112,1,0,0,0,0,0,1,0,0,-32,0
96,400,416,112,1,0,0,0,0,0,1,0,0,-16,0
160,480,352,32,0,0,1,0,1,0,0,0,0,112,2
176,480,336,32,0,0,1,0,1,0,0,0,0,96,2
192,480,320,32,0,0,1,0,1,0,0,0,0,80,2
208,480,304,32,0,0,1,0,1,0,0,0,0,64,2
224,480,288,32,0,0,1,0,1,0,0,0,0,48,2
240,480,272,32,0,0,1,0,1,0,0,0,0,32,2
256,480,256,32,0,0,1,0,1,0,0,0,0,16,2
48,256,464,256,0,1,0,0,0,0,1,0,-224,0,1
48,240,464,272,0,1,0,0,0,0,0,1,-208,0,1
48,224,464,288,0,1,0,0,0,0,0,1,-192,0,1
48,208,464,304,0,1,0,0,0,0,0,1,-176,0,1
48,192,464,320,0,1,0,0,0,0,0,1,-160,0,1
48,176,464,336,0,1,0,0,0,0,0,1,-144,0,1
48,160,464,352,0,1,0,0,0,0,0,1,-128,0,1
48,144,464,368,0,1,0,0,0,0,0,1,-112,0,1
48,128,464,384,0,1,0,0,0,0,0,1,-96,0,1
48,112,464,400,0,1,0,0,0,0,0,1,-80,0,1
48,96,464,416,0,1,0,0,0,0,0,1,-64,0,1
48,80,464,432,0,1,0,0,0,0,0,1,-48,0,1
48,64,464,448,0,1,0,0,0,0,0,1,-32,0,1
48,48,464,464,0,1,0,0,0,0,0,1,-16,0,1
272,256,240,256,0,0,0,1,1,0,0,0,96,0,3
272,272,240,240,0,0,0,1,0,1,0,0,80,0,3
272,288,240,224,0,0,0,1,0,1,0,0,64,0,3
272,304,240,208,0,0,0,1,0,1,0,0,48,0,3
272,320,240,192,0,0,0,1,0,1,0,0,32,0,3
272,336,240,176,0,0,0,1,0,1,0,0,16,0,3
416,496,96,16,0,0,1,0,1,0,0,0,0,64,2
432,496,80,16,0,0,1,0,1,0,0,0,0,48,2
448,496,64,16,0,0,1,0,1,0,0,0,0,32,2
464,496,48,16,0,0,1,0,1,0,0,0,0,16,2
368,384,144,128,1,0,0,0,0,0,1,0,0,-112,0
352,384,160,128,1,0,0,0,0,0,1,0,0,-96,0
336,384,176,128,1,0,0,0,0,0,1,0,0,-80,0
320,384,192,128,1,0,0,0,0,0,1,0,0,-64,0
304,384,208,128,1,0,0,0,0,0,1,0,0,-48,0
288,384,224,128,1,0,0,0,0,0,1,0,0,-32,0
272,384,240,128,1,0,0,0,0,0,1,0,0,-16,0
320,320,192,192,0,1,0,0,1,0,0,0,-192,0,1
320,304,192,208,0,1,0,0,0,0,0,1,-176,0,1
320,288,192,224,0,1,0,0,0,0,0,1,-160,0,1
320,272,192,240,0,1,0,0,0,0,0,1,-144,0,1
320,256,192,256,0,1,0,0,0,0,0,1,-128,0,1
320,240,192,272,0,1,0,0,0,0,0,1,-112,0,1
320,224,192,288,0,1,0,0,0,0,0,1,-96,0,1
320,208,192,304,0,1,0,0,0,0,0,1,-80,0,1
320,192,192,320,0,1,0,0,0,0,0,1,-64,0,1
320,176,192,336,0,1,0,0,0,0,0,1,-48,0,1
320,160,192,352,0,1,0,0,0,0,0,1,-32,0,1
320,144,192,368,0,1,0,0,0,0,0,1,-16,0,1
240,208,272,304,0,0,0,1,0,0,1,0,16,0,3
144,320,368,192,1,0,0,0,0,0,1,0,0,-96,0
128,320,384,192,1,0,0,0,0,0,1,0,0,-80,0
112,320,400,192,1,0,0,0,0,0,1,0,0,-64,0
96,320,416,192,1,0,0,0,0,0,1,0,0,-48,0
80,320,432,192,1,0,0,0,0,0,1,0,0,-32,0
64,320,448,192,1,0,0,0,0,0,1,0,0,-16,0
96,272,416,240,0,0,1,0,1,0,0,0,0,256,2
112,272,400,240,0,0,1,0,1,0,0,0,0,240,2
128,272,384,240,0,0,1,0,1,0,0,0,0,224,2
144,272,368,240,0,0,1,0,1,0,0,0,0,208,2
160,272,352,240,0,0,1,0,1,0,0,0,0,192,2
176,272,336,240,0,0,1,0,1,0,0,0,0,176,2
192,272,320,240,0,0,1,0,1,0,0,0,0,160,2
208,272,304,240,0,0,1,0,1,0,0,0,0,144,2
224,272,288,240,0,0,1,0,1,0,0,0,0,128,2
240,272,272,240,0,0,1,0,1,0,0,0,0,112,2
256,272,256,240,0,0,1,0,1,0,0,0,0,96,2
272,272,240,240,0,0,1,0,1,0,0,0,0,80,2
288,272,224,240,0,0,1,0,1,0,0,0,0,64,2
304,272,208,240,0,0,1,0,1,0,0,0,0,48,2
320,272,192,240,0,0,1,0,1,0,0,0,0,32,2
336,272,176,240,0,0,1,0,1,0,0,0,0,16,2
144,64,368,448,1,0,0,0,0,0,1,0,0,-64,0
128,64,384,448,1,0,0,0,0,0,1,0,0,-48,0
112,64,400,448,1,0,0,0,0,0,1,0,0,-32,0
96,64,416,448,1,0,0,0,0,0,1,0,0,-16,0
240,224,272,288,0,0,0,1,1,0,0,0,224,0,3
240,240,272,272,0,0,0,1,0,1,0,0,208,0,3
240,256,272,256,0,0,0,1,0,1,0,0,192,0,3
240,272,272,240,0,0,0,1,0,1,0,0,176,0,3
240,288,272,224,0,0,0,1,0,1,0,0,160,0,3
240,304,272,208,0,0,0,1,0,1,0,0,144,0,3
240,320,272,192,0,0,0,1,0,1,0,0,128,0,3
240,336,272,176,0,0,0,1,0,1,0,0,112,0,3
240,352,272,160,0,0,0,1,0,1,0,0,96,0,3
240,368,272,144,0,0,0,1,0,1,0,0,80,0,3
240,384,272,128,0,0,0,1,0,1,0,0,64,0,3
240,400,272,112,0,0,0,1,0,1,0,0,48,0,3
240,416,272,96,0,0,0,1,0,1,0,0,32,0,3
240,432,272,80,0,0,0,1,0,1,0,0,16,0,3
224,464,288,48,1,0,0,0,0,0,1,0,0,-96,0
208,464,304,48,1,0,0,0,0,0,1,0,0,-80,0
192,464,320,48,1,0,0,0,0,0,1,0,0,-64,0
176,464,336,48,1,0,0,0,0,0,1,0,0,-48,0
160,464,352,48,1,0,0,0,0,0,1,0,0,-32,0
144,464,368,48,1,0,0,0,0,0,1,0,0,-16,0
112,448,400,64,0,1,0,0,0,0,1,0,-288,0,1
112,432,400,80,0,1,0,0,0,0,0,1,-272,0,1
112,416,400,96,0,1,0,0,0,0,0,1,-256,0,1
112,400,400,112,0,1,0,0,0,0,0,1,-240,0,1
112,384,400,128,0,1,0,0,0,0,0,1,-224,0,1
112,368,400,144,0,1,0,0,0,0,0,1,-208,0,1
112,352,400,160,0,1,0,0,0,0,0,1,-192,0,1
112,336,400,176,0,1,0,0,0,0,0,1,-176,0,1
112,320,400,192,0,1,0,0,0,0,0,1,-160,0,1
112,304,400,208,0,1,0,0,0,0,0,1,-144,0,1
112,288,400,224,0,1,0,0,0,0,0,1,-128,0,1
112,272,400,240,0,1,0,0,0,0,0,1,-112,0,1
112,256,400,256,0,1,0,0,0,0,0,1,-96,0,1
112,240,400,272,0,1,0,0,0,0,0,1,-80,0,1
112,224,400,288,0,1,0,0,0,0,0,1,-64,0,1
112,208,400,304,0,1,0,0,0,0,0,1,-48,0,1
112,192,400,320,0,1,0,0,0,0,0,1,-32,0,1
112,176,400,336,0,1,0,0,0,0,0,1,-16,0,1
128,144,384,368,0,0,1,0,1,0,0,0,0,336,2
144,144,368,368,0,0,1,0,1,0,0,0,0,320,2
160,144,352,368,0,0,1,0,1,0,0,0,0,304,2
176,144,336,368,0,0,1,0,1,0,0,0,0,288,2
192,144,320,368,0,0,1,0,1,0,0,0,0,272,2
208,144,304,368,0,0,1,0,1,0,0,0,0,256,2
224,144,288,368,0,0,1,0,1,0,0,0,0,240,2
240,144,272,368,0,0,1,0,1,0,0,0,0,224,2
256,144,256,368,0,0,1,0,1,0,0,0,0,208,2
272,144,240,368,0,0,1,0,1,0,0,0,0,192,2
288,144,224,368,0,0,1,0,1,0,0,0,0,176,2
304,144,208,368,0,0,1,0,1,0,0,0,0,160,2
320,144,192,368,0,0,1,0,1,0,0,0,0,144,2
336,144,176,368,0,0,1,0,1,0,0,0,0,128,2
352,144,160,368,0,0,1,0,1,0,0,0,0,112,2
368,144,144,368,0,0,1,0,1,0,0,0,0,96,2
384,144,128,368,0,0,1,0,1,0,0,0,0,80,2
400,144,112,368,0,0,1,0,1,0,0,0,0,64,2
416,144,96,368,0,0,1,0,1,0,0,0,0,48,2
432,144,80,368,0,0,1,0,1,0,0,0,0,32,2
448,144,64,368,0,0,1,0,1,0,0,0,0,16,2
432,112,80,400,0,1,0,0,0,0,1,0,-32,0,1
432,96,80,416,0,1,0,0,0,0,0,1,-16,0,1
336,176,176,336,0,0,0,1,0,0,1,0,64,0,3
336,192,176,320,0,0,0,1,0,1,0,0,48,0,3
336,208,176,304,0,0,0,1,0,1,0,0,32,0,3
336,224,176,288,0,0,0,1,0,1,0,0,16,0,3
256,320,256,192,1,0,0,0,0,0,1,0,0,-96,0
240,320,272,192,1,0,0,0,0,0,1,0,0,-80,0
224,320,288,192,1,0,0,0,0,0,1,0,0,-64,0
208,320,304,192,1,0,0,0,0,0,1,0,0,-48,0
192,320,320,192,1,0,0,0,0,0,1,0,0,-32,0
176,320,336,192,1,0,0,0,0,0,1,0,0,-16,0
384,96,128,416,0,1,0,0,1,0,0,0,-32,0,1
384,80,128,432,0,1,0,0,0,0,0,1,-16,0,1
240,208,272,304,1,0,0,0,0,0,1,0,0,-96,0
224,208,288,304,1,0,0,0,0,0,1,0,0,-80,0
208,208,304,304,1,0,0,0,0,0,1,0,0,-64,0
192,208,320,304,1,0,0,0,0,0,1,0,0,-48,0
176,208,336,304,1,0,0,0,0,0,1,0,0,-32,0
160,208,352,304,1,0,0,0,0,0,1,0,0,-16,0
160,192,352,320,0,0,1,0,1,0,0,0,0,320,2
176,192,336,320,0,0,1,0,1,0,0,0,0,304,2
192,192,320,320,0,0,1,0,1,0,0,0,0,288,2
208,192,304,320,0,0,1,0,1,0,0,0,0,272,2
224,192,288,320,0,0,1,0,1,0,0,0,0,256,2
240,192,272,320,0,0,1,0,1,0,0,0,0,240,2
256,192,256,320,0,0,1,0,1,0,0,0,0,224,2
272,192,240,320,0,0,1,0,1,0,0,0,0,208,2
288,192,224,320,0,0,1,0,1,0,0,0,0,192,2
304,192,208,320,0,0,1,0,1,0,0,0,0,176,2
320,192,192,320,0,0,1,0,1,0,0,0,0,160,2
336,192,176,320,0,0,1,0,1,0,0,0,0,144,2
352,192,160,320,0,0,1,0,1,0,0,0,0,128,2
368,192,144,320,0,0,1,0,1,0,0,0,0,112,2
384,192,128,320,0,0,1,0,1,0,0,0,0,96,2
400,192,112,320,0,0,1,0,1,0,0,0,0,80,2
416,192,96,320,0,0,1,0,1,0,0,0,0,64,2
432,192,80,320,0,0,1,0,1,0,0,0,0,48,2
448,192,64,320,0,0,1,0,1,0,0,0,0,32,2
464,192,48,320,0,0,1,0,1,0,0,0,0,16,2
448,160,64,352,0,1,0,0,0,0,1,0,-128,0,1
448,144,64,368,0,1,0,0,0,0,0,1,-112,0,1
448,128,64,384,0,1,0,0,0,0,0,1,-96,0,1
448,112,64,400,0,1,0,0,0,0,0,1,-80,0,1
448,96,64,416,0,1,0,0,0,0,0,1,-64,0,1
448,80,64,432,0,1,0,0,0,0,0,1,-48,0,1
448,64,64,448,0,1,0,0,0,0,0,1,-32,0,1
448,48,64,464,0,1,0,0,0,0,0,1,-16,0,1
480,64,32,448,0,0,0,1,1,0,0,0,400,0,3
480,80,32,432,0,0,0,1,0,1,0,0,384,0,3
480,96,32,416,0,0,0,1,0,1,0,0,368,0,3
480,112,32,400,0,0,0,1,0,1,0,0,352,0,3
480,128,32,384,0,0,0,1,0,1,0,0,336,0,3
480,144,32,368,0,0,0,1,0,1,0,0,320,0,3
480,160,32,352,0,0,0,1,0,1,0,0,304,0,3
480,176,32,336,0,0,0,1,0,1,0,0,288,0,3
480,192,32,320,0,0,0,1,0,1,0,0,272,0,3
480,208,32,304,0,0,0,1,0,1,0,0,256,0,3
480,224,32,288,0,0,0,1,0,1,0,0,240,0,3
480,240,32,272,0,0,0,1,0,1,0,0,224,0,3
480,256,32,256,0,0,0,1,0,1,0,0,208,0,3
480,272,32,240,0,0,0,1,0,1,0,0,192,0,3
480,288,32,224,0,0,0,1,0,1,0,0,176,0,3
480,304,32,208,0,0,0,1,0,1,0,0,160,0,3
480,320,32,192,0,0,0,1,0,1,0,0,144,0,3
480,336,32,176,0,0,0,1,0,1,0,0,128,0,3
480,352,32,160,0,0,0,1,0,1,0,0,112,0,3
480,368,32,144,0,0,0,1,0,1,0,0,96,0,3
480,384,32,128,0,0,0,1,0,1,0,0,80,0,3
480,400,32,112,0,0,0,1,0,1,0,0,64,0,3
480,416,32,96,0,0,0,1,0,1,0,0,48,0,3
480,432,32,80,0,0,0,1,0,1,0,0,32,0,3
480,448,32,64,0,0,0,1,0,1,0,0,16,0,3
336,320,176,192,0,1,0,0,0,0,1,0,-144,0,1
336,304,176,208,0,1,0,0,0,0,0,1,-128,0,1
336,288,176,224,0,1,0,0,0,0,0,1,-112,0,1
336,272,176,240,0,1,0,0,0,0,0,1,-96,0,1
336,256,176,256,0,1,0,0,0,0,0,1,-80,0,1
336,240,176,272,0,1,0,0,0,0,0,1,-64,0,1
336,224,176,288,0,1,0,0,0,0,0,1,-48,0,1
336,208,176,304,0,1,0,0,0,0,0,1,-32,0,1
336,192,176,320,0,1,0,0,0,0,0,1,-16,0,1
368,144,144,368,0,1,0,0,1,0,0,0,-112,0,1
368,128,144,384,0,1,0,0,0,0,0,1,-96,0,1
368,112,144,400,0,1,0,0,0,0,0,1,-80,0,1
368,96,144,416,0,1,0,0,0,0,0,1,-64,0,1
368,80,144,432,0,1,0,0,0,0,0,1,-48,0,1
368,64,144,448,0,1,0,0,0,0,0,1,-32,0,1
368,48,144,464,0,1,0,0,0,0,0,1,-16,0,1
224,176,288,336,0,0,0,1,0,0,1,0,96,0,3
224,192,288,320,0,0,0,1,0,1,0,0,80,0,3
224,208,288,304,0,0,0,1,0,1,0,0,64,0,3
224,224,288,288,0,0,0,1,0,1,0,0,48,0,3
224,240,288,272,0,0,0,1,0,1,0,0,32,0,3
224,256,288,256,0,0,0,1,0,1,0,0,16,0,3
240,256,272,256,0,1,0,0,1,0,0,0,-112,0,1
240,240,272,272,0,1,0,0,0,0,0,1,-96,0,1
240,224,272,288,0,1,0,0,0,0,0,1,-80,0,1
240,208,272,304,0,1,0,0,0,0,0,1,-64,0,1
240,192,272,320,0,1,0,0,0,0,0,1,-48,0,1
240,176,272,336,0,1,0,0,0,0,0,1,-32,0,1
240,160,272,352,0,1,0,0,0,0,0,1,-16,0,1
240,144,272,368,1,0,0,0,0,0,0,1,0,-80,0
224,144,288,368,1,0,0,0,0,0,1,0,0,-64,0
208,144,304,368,1,0,0,0,0,0,1,0,0,-48,0
192,144,320,368,1,0,0,0,0,0,1,0,0,-32,0
176,144,336,368,1,0,0,0,0,0,1,0,0,-16,0
256,240,256,272,0,0,1,0,1,0,0,0,0,32,2
272,240,240,272,0,0,1,0,1,0,0,0,0,16,2
448,400,64,112,0,0,0,1,1,0,0,0,80,0,3
448,416,64,96,0,0,0,1,0,1,0,0,64,0,3
448,432,64,80,0,0,0,1,0,1,0,0,48,0,3
448,448,64,64,0,0,0,1,0,1,0,0,32,0,3
448,464,64,48,0,0,0,1,0,1,0,0,16,0,3
416,448,96,64,0,1,0,0,0,0,1,0,-416,0,1
416,432,96,80,0,1,0,0,0,0,0,1,-400,0,1
416,416,96,96,0,1,0,0,0,0,0,1,-384,0,1
416,400,96,112,0,1,0,0,0,0,0,1,-368,0,1
416,384,96,128,0,1,0,0,0,0,0,1,-352,0,1
416,368,96,144,0,1,0,0,0,0,0,1,-336,0,1
416,352,96,160,0,1,0,0,0,0,0,1,-320,0,1
416,336,96,176,0,1,0,0,0,0,0,1,-304,0,1
416,320,96,192,0,1,0,0,0,0,0,1,-288,0,1
416,304,96,208,0,1,0,0,0,0,0,1,-272,0,1
416,288,96,224,0,1,0,0,0,0,0,1,-256,0,1
416,272,96,240,0,1,0,0,0,0,0,1,-240,0,1
416,256,96,256,0,1,0,0,0,0,0,1,-224,0,1
416,240,96,272,0,1,0,0,0,0,0,1,-208,0,1
416,224,96,288,0,1,0,0,0,0,0,1,-192,0,1
416,208,96,304,0,1,0,0,0,0,0,1,-176,0,1
416,192,96,320,0,1,0,0,0,0,0,1,-160,0,1
416,176,96,336,0,1,0,0,0,0,0,1,-144,0,1
416,160,96,352,0,1,0,0,0,0,0,1,-128,0,1
416,144,96,368,0,1,0,0,0,0,0,1,-112,0,1
416,128,96,384,0,1,0,0,0,0,0,1,-96,0,1
416,112,96,400,0,1,0,0,0,0,0,1,-80,0,1
416,96,96,416,0,1,0,0,0,0,0,1,-64,0,1
416,80,96,432,0,1,0,0,0,0,0,1,-48,0,1
416,64,96,448,0,1,0,0,0,0,0,1,-32,0,1
416,48,96,464,0,1,0,0,0,0,0,1,-16,0,1
336,112,176,400,0,0,0,1,0,0,1,0,144,0,3
336,128,176,384,0,0,0,1,0,1,0,0,128,0,3
336,144,176,368,0,0,0,1,0,1,0,0,112,0,3
336,160,176,352,0,0,0,1,0,1,0,0,96,0,3
336,176,176,336,0,0,0,1,0,1,0,0,80,0,3
336,192,176,320,0,0,0,1,0,1,0,0,64,0,3
336,208,176,304,0,0,0,1,0,1,0,0,48,0,3
336,224,176,288,0,0,0,1,0,1,0,0,32,0,3
336,240,176,272,0,0,0,1,0,1,0,0,16,0,3
320,240,192,272,1,0,0,0,0,0,1,0,0,-112,0
304,240,208,272,1,0,0,0,0,0,1,0,0,-96,0
288,240,224,272,1,0,0,0,0,0,1,0,0,-80,0
272,240,240,272,1,0,0,0,0,0,1,0,0,-64,0
256,240,256,272,1,0,0,0,0,0,1,0,0,-48,0
240,240,272,272,1,0,0,0,0,0,1,0,0,-32,0
224,240,288,272,1,0,0,0,0,0,1,0,0,-16,0
256,192,256,320,0,0,1,0,1,0,0,0,0,160,2
272,192,240,320,0,0,1,0,1,0,0,0,0,144,2
288,192,224,320,0,0,1,0,1,0,0,0,0,128,2
304,192,208,320,0,0,1,0,1,0,0,0,0,112,2
320,192,192,320,0,0,1,0,1,0,0,0,0,96,2
336,192,176,320,0,0,1,0,1,0,0,0,0,80,2
352,192,160,320,0,0,1,0,1,0,0,0,0,64,2
368,192,144,320,0,0,1,0,1,0,0,0,0,48,2
384,192,128,320,0,0,1,0,1,0,0,0,0,32,2
400,192,112,320,0,0,1,0,1,0,0,0,0,16,2
368,240,144,272,0,0,0,1,0,0,1,0,256,0,3
368,256,144,256,0,0,0,1,0,1,0,0,240,0,3
368,272,144,240,0,0,0,1,0,1,0,0,224,0,3
368,288,144,224,0,0,0,1,0,1,0,0,208,0,3
368,304,144,208,0,0,0,1,0,1,0,0,192,0,3
368,320,144,192,0,0,0,1,0,1,0,0,176,0,3
368,336,144,176,0,0,0,1,0,1,0,0,160,0,3
368,352,144,160,0,0,0,1,0,1,0,0,144,0,3
368,368,144,144,0,0,0,1,0,1,0,0,128,0,3
368,384,144,128,0,0,0,1,0,1,0,0,112,0,3
368,400,144,112,0,0,0,1,0,1,0,0,96,0,3
368,416,144,96,0,0,0,1,0,1,0,0,80,0,3
368,432,144,80,0,0,0,1,0,1,0,0,64,0,3
368,448,144,64,0,0,0,1,0,1,0,0,48,0,3
368,464,144,48,0,0,0,1,0,1,0,0,32,0,3
368,480,144,32,0,0,0,1,0,1,0,0,16,0,3
64,192,448,320,0,1,0,0,0,0,1,0,-64,0,1
64,176,448,336,0,1,0,0,0,0,0,1,-48,0,1
64,160,448,352,0,1,0,0,0,0,0,1,-32,0,1
64,144,448,368,0,1,0,0,0,0,0,1,-16,0,1
96,160,416,352,0,0,0,1,1,0,0,0,320,0,3
96,176,416,336,0,0,0,1,0,1,0,0,304,0,3
96,192,416,320,0,0,0,1,0,1,0,0,288,0,3
96,208,416,304,0,0,0,1,0,1,0,0,272,0,3
96,224,416,288,0,0,0,1,0,1,0,0,256,0,3
96,240,416,272,0,0,0,1,0,1,0,0,240,0,3
96,256,416,256,0,0,0,1,0,1,0,0,224,0,3
96,272,416,240,0,0,0,1,0,1,0,0,208,0,3
96,288,416,224,0,0,0,1,0,1,0,0,192,0,3
96,304,416,208,0,0,0,1,0,1,0,0,176,0,3
96,320,416,192,0,0,0,1,0,1,0,0,160,0,3
96,336,416,176,0,0,0,1,0,1,0,0,144,0,3
96,352,416,160,0,0,0,1,0,1,0,0,128,0,3
96,368,416,144,0,0,0,1,0,1,0,0,112,0,3
96,384,416,128,0,0,0,1,0,1,0,0,96,0,3
96,400,416,112,0,0,0,1,0,1,0,0,80,0,3
96,416,416,96,0,0,0,1,0,1,0,0,64,0,3
96,432,416,80,0,0,0,1,0,1,0,0,48,0,3
96,448,416,64,0,0,0,1,0,1,0,0,32,0,3
96,464,416,48,0,0,0,1,0,1,0,0,16,0,3
240,336,272,176,0,1,0,0,1,0,0,0,-288,0,1
240,320,272,192,0,1,0,0,0,0,0,1,-272,0,1
240,304,272,208,0,1,0,0,0,0,0,1,-256,0,1
240,288,272,224,0,1,0,0,0,0,0,1,-240,0,1
240,272,272,240,0,1,0,0,0,0,0,1,-224,0,1
240,256,272,256,0,1,0,0,0,0,0,1,-208,0,1
240,240,272,272,0,1,0,0,0,0,0,1,-192,0,1
240,224,272,288,0,1,0,0,0,0,0,1,-176,0,1
240,208,272,304,0,1,0,0,0,0,0,1,-160,0,1
240,192,272,320,0,1,0,0,0,0,0,1,-144,0,1
240,176,272,336,0,1,0,0,0,0,0,1,-128,0,1
240,160,272,352,0,1,0,0,0,0,0,1,-112,0,1
240,144,272,368,0,1,0,0,0,0,0,1,-96,0,1
240,128,272,384,0,1,0,0,0,0,0,1,-80,0,1
